Unnamed: 0,NAME,total_renter_households,30_to_34pct,35_to_39pct,40_to_49pct,50pct_plus,median_gross_rent,median_household_income,msa_code,cost_burdened,severely_burdened,pct_cost_burden,pct_severely_burdened,metro,state,burden_category,cbsa_num,fmr_2br,cbsacode18,WRLURI18,num_municipalities,welfare_loss_index,welfare_loss_score,zoning_tax,zoning_tax_pct,log_renters,predicted_burden,residual
381,"St. George, UT Metro Area",17674,1679,1508,1478,3628,1321,71976,41100,8293,3628,46.92,20.53,"St. George, UT",UT,High (40-49%),41100.0,1089.0,41100.0,0.25343552,1,21.92,63.83,232.0,21.3,9.77984991207795,42.7,4.22
382,"St. Joseph, MO-KS Metro Area",15362,1347,677,918,3250,846,61030,41140,6192,3250,40.31,21.16,"St. Joseph, MO-KS",MO,High (40-49%),41140.0,824.0,41140.0,-1.1899335,2,15.310000000000002,44.58,22.0,2.67,9.639652206558628,42.56,-2.25
383,"St. Louis, MO-IL Metro Area",346284,26810,19930,25892,74295,1033,75316,41180,146927,74295,42.43,21.45,"St. Louis, MO-IL",MO,High (40-49%),41180.0,947.0,41180.0,-0.48472542,37,17.43,50.76,86.0,9.08,12.755014526608726,44.34,-1.91
384,"Salem, OR Metro Area",58447,5140,4327,4820,14673,1227,72154,41420,28960,14673,49.55,25.1,"Salem, OR",OR,High (40-49%),41420.0,1132.0,41420.0,0.35916686,6,24.549999999999997,71.49,95.0,8.39,10.975875639663405,48.05,1.5
385,"Salinas, CA Metro Area",62614,6421,4611,6242,15497,1873,91043,41500,32771,15497,52.34,24.75,"Salinas, CA",CA,Very High (50%+),41500.0,1967.0,41500.0,-0.3574593,4,27.340000000000003,79.62,-94.0,-4.78,11.04474417425653,47.34,5.0
386,"Salisbury, MD-DE Metro Area",42856,3526,3058,3945,10236,1154,72964,41540,20765,10236,48.45,23.88,"Salisbury, MD-DE",MD,High (40-49%),41540.0,1037.0,41540.0,0.15594037,3,23.450000000000003,68.29,117.0,11.28,10.665600937560797,46.53,1.92
387,"Salt Lake City, UT Metro Area",137891,13434,8946,12460,27355,1386,90277,41620,62195,27355,45.1,19.84,"Salt Lake City, UT",UT,High (40-49%),41620.0,1327.0,41620.0,0.6117112,5,20.1,58.53,59.0,4.45,11.834218796967008,42.93,2.17
388,"San Angelo, TX Metro Area",14909,1110,1107,1462,2861,1024,66832,41660,6540,2861,43.87,19.19,"San Angelo, TX",TX,High (40-49%),41660.0,992.0,41660.0,-1.20454,1,18.869999999999997,54.95,32.0,3.23,9.6097203364284,40.46,3.41
389,"San Angelo, TX Metro Area",14909,1110,1107,1462,2861,1024,66832,41660,6540,2861,43.87,19.19,"San Angelo, TX",TX,High (40-49%),41660.0,992.0,41660.0,-1.20454,1,18.869999999999997,54.95,32.0,3.23,9.6097203364284,40.46,3.41
390,"San Antonio-New Braunfels, TX Metro Area",345256,30254,24213,31313,79082,1219,70910,41700,164862,79082,47.75,22.91,"San Antonio-New Braunfels, TX",TX,High (40-49%),41700.0,1165.0,41700.0,0.14420111,10,22.75,66.25,54.0,4.64,12.752041449831609,46.25,1.5
391,"San Diego-Chula Vista-Carlsbad, CA Metro Area",525840,48900,37001,53307,148226,2011,96974,41740,287434,148226,54.66,28.19,"San Diego-Chula Vista-Carlsbad, CA",CA,Very High (50%+),41740.0,2232.0,41740.0,0.79545456,7,29.659999999999997,86.37,-221.0,-9.9,13.172752262937458,52.38,2.28
392,"San Francisco-Oakland-Berkeley, CA Metro Area",768461,61754,43933,63770,172433,2336,129315,41860,341890,172433,44.49,22.44,"San Francisco-Oakland-Berkeley, CA",CA,High (40-49%),41860.0,2274.0,41860.0,1.3353754,18,19.490000000000002,56.76,62.0,2.73,13.552145092462254,46.69,-2.2
393,"San Francisco-Oakland-Berkeley, CA Metro Area",768461,61754,43933,63770,172433,2336,129315,41860,341890,172433,44.49,22.44,"San Francisco-Oakland-Berkeley, CA",CA,High (40-49%),41860.0,3198.0,41860.0,1.3353754,18,19.490000000000002,56.76,-862.0,-26.95,13.552145092462254,46.77,-2.28
394,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",295566,24884,19031,23521,59497,2697,151713,41940,126933,59497,42.95,20.13,"San Jose-Sunnyvale-Santa Clara, CA",CA,High (40-49%),41940.0,2868.0,41940.0,0.9425575,6,17.950000000000003,52.27,-171.0,-5.96,12.596647441143142,43.72,-0.77
395,"San Luis Obispo-Paso Robles, CA Metro Area",41068,3847,2794,4031,11181,1800,90158,42020,21853,11181,53.21,27.23,"San Luis Obispo-Paso Robles, CA",CA,Very High (50%+),42020.0,1890.0,42020.0,2.0441725,2,28.21,82.15,-90.0,-4.76,10.622984508418856,51.14,2.07
397,"Santa Fe, NM Metro Area",19336,1423,921,1731,4657,1252,70522,42140,8732,4657,45.16,24.08,"Santa Fe, NM",NM,High (40-49%),42140.0,1113.0,42140.0,0.7938946,1,20.159999999999997,58.71,139.0,12.49,9.869723922383319,46.81,-1.65
398,"Santa Maria-Santa Barbara, CA Metro Area",69864,6462,5195,6874,19113,1964,92332,42200,37644,19113,53.88,27.36,"Santa Maria-Santa Barbara, CA",CA,Very High (50%+),42200.0,2516.0,42200.0,1.603167,2,28.880000000000003,84.1,-552.0,-21.94,11.154305774093569,51.26,2.62
399,"Santa Rosa-Petaluma, CA Metro Area",72732,7163,5027,6835,18407,2029,99266,42220,37432,18407,51.47,25.31,"Santa Rosa-Petaluma, CA",CA,Very High (50%+),42220.0,2038.0,42220.0,1.6938442,5,26.47,77.08,-9.0,-0.44,11.194536731739285,49.1,2.37
401,"Scranton--Wilkes-Barre, PA Metro Area",76197,5539,3525,5162,16567,909,62318,42540,30793,16567,40.41,21.74,"Scranton--Wilkes-Barre, PA",PA,High (40-49%),42540.0,877.0,42540.0,0.09561222,10,15.409999999999997,44.87,32.0,3.65,11.241077370820976,44.45,-4.04
402,"Seattle-Tacoma-Bellevue, WA Metro Area",619164,58468,42264,52857,132625,1850,107206,42660,286214,132625,46.23,21.42,"Seattle-Tacoma-Bellevue, WA",WA,High (40-49%),42660.0,2044.0,42660.0,0.83632535,22,21.229999999999997,61.82,-194.0,-9.49,13.336125460032603,45.29,0.94
403,"Seattle-Tacoma-Bellevue, WA Metro Area",619164,58468,42264,52857,132625,1850,107206,42660,286214,132625,46.23,21.42,"Seattle-Tacoma-Bellevue, WA",WA,High (40-49%),42660.0,1484.0,42660.0,0.83632535,22,21.229999999999997,61.82,366.0,24.66,13.336125460032603,45.21,1.02
404,"Sebastian-Vero Beach, FL Metro Area",13031,850,740,1157,3724,1183,67543,42680,6471,3724,49.66,28.58,"Sebastian-Vero Beach, FL",FL,High (40-49%),42680.0,1135.0,42680.0,0.13436456,2,24.659999999999997,71.81,48.0,4.23,9.475086413144906,51.08,-1.42
406,"Sheboygan, WI Metro Area",13883,944,549,779,2029,863,68969,43100,4301,2029,30.98,14.61,"Sheboygan, WI",WI,Moderate (30-39%),43100.0,797.0,43100.0,0.07298529,3,5.98,17.41,66.0,8.28,9.538420349034803,36.28,-5.3
407,"Sherman-Denison, TX Metro Area",17130,1352,1196,1289,3531,1096,66608,43300,7368,3531,43.01,20.61,"Sherman-Denison, TX",TX,High (40-49%),43300.0,985.0,43300.0,-0.6253306,1,18.009999999999998,52.45,111.0,11.27,9.748586591318166,42.31,0.7
409,"Sierra Vista-Douglas, AZ Metro Area",14798,1382,1003,1213,2356,893,58421,43420,5954,2356,40.24,15.92,"Sierra Vista-Douglas, AZ",AZ,High (40-49%),43420.0,907.0,43420.0,0.10824707,2,15.240000000000002,44.38,-14.0,-1.54,9.602247315485496,37.73,2.51
410,"Sioux City, IA-NE-SD Metro Area",17967,1270,867,1185,3319,924,69065,43580,6641,3319,36.96,18.47,"Sioux City, IA-NE-SD",IA,Moderate (30-39%),43580.0,870.0,43580.0,-0.37939787,2,11.96,34.83,54.0,6.21,9.796292020932572,40.21,-3.25
412,"South Bend-Mishawaka, IN-MI Metro Area",38079,3056,2286,3284,8591,958,62448,43780,17217,8591,45.21,22.56,"South Bend-Mishawaka, IN-MI",IN,High (40-49%),43780.0,981.0,43780.0,-0.9211156,5,20.21,58.85,-23.0,-2.34,10.547418228056287,44.53,0.68
413,"Spartanburg, SC Metro Area",34114,2840,1941,2362,7442,960,61955,43900,14585,7442,42.75,21.82,"Spartanburg, SC",SC,High (40-49%),43900.0,864.0,43900.0,-1.0956825,1,17.75,51.69,96.0,11.11,10.437463136200819,43.57,-0.82
414,"Spokane-Spokane Valley, WA Metro Area",81144,7807,5520,7559,18306,1112,69752,44060,39192,18306,48.3,22.56,"Spokane-Spokane Valley, WA",WA,High (40-49%),44060.0,1033.0,44060.0,-0.7622214,3,23.299999999999997,67.85,79.0,7.65,11.303980633055831,44.86,3.44
415,"Springfield, IL Metro Area",26182,2128,1200,1700,5895,921,72445,44100,10923,5895,41.72,22.52,"Springfield, IL",IL,High (40-49%),44100.0,843.0,44100.0,-1.0686924,3,16.72,48.69,78.0,9.25,10.172827430740044,44.24,-2.52
416,"Springfield, MA Metro Area",98808,9663,6434,8431,24834,1095,70547,44140,49362,24834,49.96,25.13,"Springfield, MA",MA,High (40-49%),44140.0,1160.0,44140.0,0.35916662,5,24.96,72.68,-65.0,-5.6,11.50093385211785,48.3,1.66
417,"Springfield, MA Metro Area",98808,9663,6434,8431,24834,1095,70547,44140,49362,24834,49.96,25.13,"Springfield, MA",MA,High (40-49%),44140.0,1094.0,44140.0,0.35916662,5,24.96,72.68,1.0,0.09,11.50093385211785,48.28,1.68
418,"Springfield, MO Metro Area",72911,5759,4262,5848,15760,881,58291,44180,31629,15760,43.38,21.62,"Springfield, MO",MO,High (40-49%),44180.0,775.0,44180.0,-0.44656765,3,18.380000000000003,53.52,106.0,13.68,11.196994798246125,43.98,-0.6
419,"Springfield, OH Metro Area",17438,1503,942,1023,3204,820,58954,44220,6672,3204,38.26,18.37,"Springfield, OH",OH,Moderate (30-39%),44220.0,821.0,44220.0,-0.5078802,1,13.259999999999998,38.61,-1.0,-0.12,9.766407011987761,40.04,-1.78
420,"State College, PA Metro Area",21825,1439,1009,2098,7142,1118,70087,44300,11688,7142,53.55,32.72,"State College, PA",PA,Very High (50%+),44300.0,1212.0,44300.0,0.24567293,6,28.549999999999997,83.14,-94.0,-7.76,9.990811380707804,55.74,-2.19
422,"Stockton, CA Metro Area",95032,9453,6537,8762,22463,1542,82837,44700,47215,22463,49.68,23.64,"Stockton, CA",CA,High (40-49%),44700.0,1305.0,44700.0,1.4148539,3,24.68,71.87,237.0,18.16,11.461968955969375,47.23,2.45
425,"Syracuse, NY Metro Area",85007,6242,5083,5951,21666,978,70096,45060,38942,21666,45.81,25.49,"Syracuse, NY",NY,High (40-49%),45060.0,966.0,45060.0,0.38961628,11,20.810000000000002,60.6,12.0,1.24,11.350488885022813,48.62,-2.81
426,"Tallahassee, FL Metro Area",64643,5053,3409,6128,18944,1127,59757,45220,33534,18944,51.88,29.31,"Tallahassee, FL",FL,Very High (50%+),45220.0,1124.0,45220.0,0.94859266,3,26.880000000000003,78.28,3.0,0.27,11.076635103009114,52.88,-1.0
427,"Tampa-St. Petersburg-Clearwater, FL Metro Area",423600,39039,29670,42687,106954,1377,67197,45300,218350,106954,51.55,25.25,"Tampa-St. Petersburg-Clearwater, FL",FL,Very High (50%+),45300.0,1347.0,45300.0,0.233791,8,26.549999999999997,77.32,30.0,2.23,12.956544892709388,48.85,2.7
430,"Texarkana, TX-AR Metro Area",18920,1465,1036,1838,3920,864,53628,45500,8259,3920,43.65,20.72,"Texarkana, TX-AR",TX,High (40-49%),45500.0,838.0,45500.0,-1.7422966,1,18.65,54.31,26.0,3.1,9.847974842605868,41.86,1.79
432,"Toledo, OH Metro Area",95327,6888,4923,6766,19903,880,61620,45780,38480,19903,40.37,20.88,"Toledo, OH",OH,High (40-49%),45780.0,785.0,45780.0,-1.4474312,3,15.369999999999997,44.76,95.0,12.1,11.46506836536064,42.75,-2.38
433,"Toledo, OH Metro Area",95327,6888,4923,6766,19903,880,61620,45780,38480,19903,40.37,20.88,"Toledo, OH",OH,High (40-49%),45780.0,806.0,45780.0,-1.4474312,3,15.369999999999997,44.76,74.0,9.18,11.46506836536064,42.75,-2.38
434,"Topeka, KS Metro Area",28749,2116,1488,2726,5964,921,65665,45820,12294,5964,42.76,20.75,"Topeka, KS",KS,High (40-49%),45820.0,844.0,45820.0,-0.63941747,1,17.759999999999998,51.72,77.0,9.12,10.266358263011872,42.64,0.12
435,"Trenton-Princeton, NJ Metro Area",51914,4510,3141,4461,13043,1454,92697,45940,25155,13043,48.46,25.12,"Trenton-Princeton, NJ",NJ,High (40-49%),45940.0,1613.0,45940.0,2.0974264,2,23.46,68.32,-159.0,-9.86,10.857343782296425,49.03,-0.57
436,"Tucson, AZ Metro Area",151698,13640,9249,13630,35088,1071,64323,46060,71607,35088,47.2,23.13,"Tucson, AZ",AZ,High (40-49%),46060.0,1001.0,46060.0,0.5492099,3,22.200000000000003,64.65,70.0,6.99,11.929646981334091,46.41,0.79
437,"Tulsa, OK Metro Area",135897,10729,8290,10341,25197,982,65784,46140,54557,25197,40.15,18.54,"Tulsa, OK",OK,High (40-49%),46140.0,925.0,46140.0,-0.41389772,6,15.149999999999999,44.12,57.0,6.16,11.81965252484039,40.98,-0.83
438,"Tuscaloosa, AL Metro Area",35757,2822,1768,3298,8810,944,58132,46220,16698,8810,46.7,24.64,"Tuscaloosa, AL",AL,High (40-49%),46220.0,705.0,46220.0,-0.44419038,1,21.700000000000003,63.19,239.0,33.9,10.484501333150819,46.88,-0.18
439,"Tuscaloosa, AL Metro Area",35757,2822,1768,3298,8810,944,58132,46220,16698,8810,46.7,24.64,"Tuscaloosa, AL",AL,High (40-49%),46220.0,927.0,46220.0,-0.44419038,1,21.700000000000003,63.19,17.0,1.83,10.484501333150819,46.96,-0.26
441,"Tyler, TX Metro Area",25423,1927,1496,2001,4942,1129,69053,46340,10366,4942,40.77,19.44,"Tyler, TX",TX,High (40-49%),46340.0,1037.0,46340.0,-0.25929895,1,15.770000000000003,45.92,92.0,8.87,10.143409555089155,41.42,-0.65
443,"Utica-Rome, NY Metro Area",35706,2823,1852,2215,7846,868,66823,46540,14736,7846,41.27,21.97,"Utica-Rome, NY",NY,High (40-49%),46540.0,863.0,46540.0,-0.1453862,3,16.270000000000003,47.38,5.0,0.58,10.483074020872907,44.3,-3.03
445,"Vallejo, CA Metro Area",57295,5608,4096,5283,14786,1981,97037,46700,29773,14786,51.96,25.81,"Vallejo, CA",CA,Very High (50%+),46700.0,1677.0,46700.0,1.5501411,2,26.96,78.51,304.0,18.13,10.955968638860549,49.42,2.54
448,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",262740,24199,18368,25039,61998,1341,77082,47260,129604,61998,49.33,23.6,"Virginia Beach-Norfolk-Newport News, VA-NC",VA,High (40-49%),47260.0,982.0,47260.0,0.4768122,3,24.33,70.85,359.0,36.56,12.4789202290235,46.99,2.34
449,"Visalia, CA Metro Area",58592,4474,3381,5589,13911,1137,64474,47300,27355,13911,46.69,23.74,"Visalia, CA",CA,High (40-49%),47300.0,1005.0,47300.0,-0.33290827,1,21.689999999999998,63.16,132.0,13.13,10.978353447474237,46.21,0.48
450,"Waco, TX Metro Area",39586,3117,2770,3268,10549,1042,59193,47380,19704,10549,49.78,26.65,"Waco, TX",TX,High (40-49%),47380.0,915.0,47380.0,0.012394819,2,24.78,72.16,127.0,13.88,10.586230799380681,49.34,0.44
452,"Warner Robins, GA Metro Area",23196,1935,1200,2579,4038,1059,73788,47580,9752,4038,42.04,17.41,"Warner Robins, GA",GA,High (40-49%),47580.0,974.0,47580.0,0.22321194,1,17.04,49.62,85.0,8.73,10.05173512899633,39.51,2.53
453,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",853416,75905,55794,68817,185597,1904,119803,47900,386113,185597,45.24,21.75,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,High (40-49%),47900.0,936.0,47900.0,0.6626216,16,20.240000000000002,58.94,968.0,103.42,13.657002398095555,45.39,-0.15
454,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",853416,75905,55794,68817,185597,1904,119803,47900,386113,185597,45.24,21.75,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,High (40-49%),47900.0,957.0,47900.0,0.6626216,16,20.240000000000002,58.94,947.0,98.96,13.657002398095555,45.4,-0.16
455,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",853416,75905,55794,68817,185597,1904,119803,47900,386113,185597,45.24,21.75,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,High (40-49%),47900.0,1031.0,47900.0,0.6626216,16,20.240000000000002,58.94,873.0,84.68,13.657002398095555,45.43,-0.19
456,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",853416,75905,55794,68817,185597,1904,119803,47900,386113,185597,45.24,21.75,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,High (40-49%),47900.0,1785.0,47900.0,0.6626216,16,20.240000000000002,58.94,119.0,6.67,13.657002398095555,45.62,-0.38
457,"Waterloo-Cedar Falls, IA Metro Area",21074,1519,1357,1352,5407,916,66732,47940,9635,5407,45.72,25.66,"Waterloo-Cedar Falls, IA",IA,High (40-49%),47940.0,889.0,47940.0,0.28970194,3,20.72,60.34,27.0,3.04,9.955795332159473,48.25,-2.53
458,"Watertown-Fort Drum, NY Metro Area",20976,1864,1247,1974,4037,1143,62782,48060,9122,4037,43.49,19.25,"Watertown-Fort Drum, NY",NY,High (40-49%),48060.0,1183.0,48060.0,-1.2039148,4,18.490000000000002,53.84,-40.0,-3.38,9.95113420600348,40.66,2.83
459,"Wausau-Weston, WI Metro Area",17934,1829,1137,1618,2845,876,71675,48140,7429,2845,41.42,15.86,"Wausau-Weston, WI",WI,High (40-49%),48140.0,757.0,48140.0,-0.4637705,3,16.42,47.82,119.0,15.72,9.794453631511994,37.38,4.04
460,"Wausau-Weston, WI Metro Area",17934,1829,1137,1618,2845,876,71675,48140,7429,2845,41.42,15.86,"Wausau-Weston, WI",WI,High (40-49%),48140.0,838.0,48140.0,-0.4637705,3,16.42,47.82,38.0,4.53,9.794453631511994,37.41,4.01
461,"Weirton-Steubenville, WV-OH Metro Area",13662,912,553,902,2661,720,54142,48260,5028,2661,36.8,19.48,"Weirton-Steubenville, WV-OH",WV,Moderate (30-39%),48260.0,738.0,48260.0,-0.68542224,3,11.799999999999997,34.36,-18.0,-2.44,9.522373535291795,41.03,-4.23
462,"Wenatchee, WA Metro Area",15770,1014,720,1109,2745,1156,75185,48300,5588,2745,35.43,17.41,"Wenatchee, WA",WA,Moderate (30-39%),48300.0,1126.0,48300.0,0.4520591,1,10.43,30.37,30.0,2.66,9.665864679957084,39.51,-4.08
463,"Wheeling, WV-OH Metro Area",14603,1177,739,946,3081,765,56691,48540,5943,3081,40.7,21.1,"Wheeling, WV-OH",WV,High (40-49%),48540.0,762.0,48540.0,-0.38604465,1,15.700000000000003,45.72,3.0,0.39,9.588982266040471,42.93,-2.23
464,"Wichita, KS Metro Area",87340,7283,4932,6745,16942,931,66643,48620,35902,16942,41.11,19.4,"Wichita, KS",KS,High (40-49%),48620.0,823.0,48620.0,-0.2635061,9,16.11,46.91,108.0,13.12,11.377563827039552,41.8,-0.69
465,"Wichita Falls, TX Metro Area",20464,1422,1418,1493,3653,929,60641,48660,7986,3653,39.02,17.85,"Wichita Falls, TX",TX,Moderate (30-39%),48660.0,878.0,48660.0,-0.44759196,1,14.020000000000003,40.83,51.0,5.81,9.926422523818625,39.56,-0.54
468,"Winchester, VA-WV Metro Area",15357,1482,1028,957,2702,1246,79416,49020,6169,2702,40.17,17.59,"Winchester, VA-WV",VA,High (40-49%),49020.0,1117.0,49020.0,-0.46850076,1,15.170000000000002,44.18,129.0,11.55,9.639326675125693,39.16,1.01
469,"Winston-Salem, NC Metro Area",87505,7394,5271,6339,18907,912,60145,49180,37911,18907,43.32,21.61,"Winston-Salem, NC",NC,High (40-49%),49180.0,808.0,49180.0,-0.23962598,5,18.32,53.35,104.0,12.87,11.379451213570258,44.15,-0.83
470,"Worcester, MA-CT Metro Area",126746,12523,7758,10102,27763,1241,86708,49340,58146,27763,45.88,21.9,"Worcester, MA-CT",MA,High (40-49%),49340.0,1397.0,49340.0,-0.25946873,16,20.880000000000003,60.8,-156.0,-11.17,11.749940362770054,44.64,1.24
471,"Worcester, MA-CT Metro Area",126746,12523,7758,10102,27763,1241,86708,49340,58146,27763,45.88,21.9,"Worcester, MA-CT",MA,High (40-49%),49340.0,1146.0,49340.0,-0.25946873,16,20.880000000000003,60.8,95.0,8.29,11.749940362770054,44.59,1.29
472,"Worcester, MA-CT Metro Area",126746,12523,7758,10102,27763,1241,86708,49340,58146,27763,45.88,21.9,"Worcester, MA-CT",MA,High (40-49%),49340.0,1491.0,49340.0,-0.25946873,16,20.880000000000003,60.8,-250.0,-16.77,11.749940362770054,44.65,1.23
473,"Yakima, WA Metro Area",32234,2604,2004,1976,6644,1010,64910,49420,13228,6644,41.04,20.61,"Yakima, WA",WA,High (40-49%),49420.0,1050.0,49420.0,0.082594454,2,16.04,46.71,-40.0,-3.81,10.380777075082664,42.96,-1.92
474,"York-Hanover, PA Metro Area",43622,3951,2887,4161,8776,1094,79183,49620,19775,8776,45.33,20.12,"York-Hanover, PA",PA,High (40-49%),49620.0,1024.0,49620.0,0.20840035,7,20.33,59.2,70.0,6.84,10.683316889231797,42.59,2.74
475,"Youngstown-Warren-Boardman, OH-PA Metro Area",66232,4622,3767,6057,13791,754,54650,49660,28237,13791,42.63,20.82,"Youngstown-Warren-Boardman, OH-PA",OH,High (40-49%),49660.0,757.0,49660.0,0.7418367,10,17.630000000000003,51.34,-3.0,-0.4,11.100919008818641,43.79,-1.16
476,"Youngstown-Warren-Boardman, OH-PA Metro Area",66232,4622,3767,6057,13791,754,54650,49660,28237,13791,42.63,20.82,"Youngstown-Warren-Boardman, OH-PA",OH,High (40-49%),49660.0,738.0,49660.0,0.7418367,10,17.630000000000003,51.34,16.0,2.17,11.100919008818641,43.79,-1.16
477,"Yuba City, CA Metro Area",24000,2597,1449,2554,4862,1218,70176,49700,11462,4862,47.76,20.26,"Yuba City, CA",CA,High (40-49%),49700.0,1173.0,49700.0,-0.6347493,1,22.759999999999998,66.28,45.0,3.84,10.085809109330082,42.07,5.69
